id,Summary,Status,Version,Owner,Type,Priority,Milestone,Component,Severity,Resolution,Created,Modified,Focuses,Reporter,Keywords
42532,Custom post type : redirection bug after publish when cap edit_published_cpt is not set,new,,,defect (bug),normal,Awaiting Review,Role/Capability,normal,,11/13/2017 12:49:29 PM,01/16/2019 06:34:06 AM,administration,ajoah,reporter-feedback
42536,Smoothen Plugin Updates,reopened,,,enhancement,normal,Awaiting Review,Plugins,normal,,11/14/2017 02:55:30 AM,01/16/2019 02:56:32 PM,"ui, administration",Presskopp,needs-patch
42540,Don't move focus to the editor when switching editor mode,new,,,defect (bug),normal,Future Release,Editor,normal,,11/14/2017 10:38:33 AM,01/10/2019 05:31:15 PM,"ui, accessibility, javascript",afercia,needs-patch
42550,Make wp_upload_dir respect URL scheme,new,,,enhancement,normal,Awaiting Review,General,normal,,11/14/2017 08:33:54 PM,11/15/2017 11:14:00 PM,,Senning,
42559,Twenty Fifteen: Menu fails to render on IE 11.0.48; OK on 11.0.47,new,,,defect (bug),normal,Awaiting Review,Bundled Theme,normal,,11/15/2017 06:02:09 PM,08/11/2018 11:51:48 AM,,petergreen5678,reporter-feedback
42589,"Add missing ""third argument"" documentation to user_can()",new,,,enhancement,normal,Future Release,Role/Capability,normal,,11/16/2017 08:28:54 PM,01/08/2019 10:11:37 AM,docs,mariovalney,has-patch dev-feedback
42594,Clean up svn properties on develop,assigned,,,task (blessed),normal,Future Release,General,normal,,11/17/2017 02:56:07 AM,03/28/2019 09:41:39 PM,,dd32,
42598,Twenty Seventeen: Sticky header offset issue,new,,,defect (bug),normal,Future Release,Bundled Theme,normal,,11/17/2017 10:17:07 AM,01/21/2019 05:31:53 PM,javascript,anevins,has-patch needs-testing
42637,Wrong button text for plugin installation failed!,new,,,defect (bug),normal,Awaiting Review,Plugins,normal,,11/20/2017 07:42:07 AM,03/20/2019 05:06:48 PM,"ui, administration",Mahesh901122,has-patch
42645,Support passing version number to add_editor_style(),new,,,enhancement,normal,5.3,Editor,normal,,11/20/2017 11:11:26 PM,05/13/2019 03:05:05 PM,,danielbachhuber,has-patch needs-testing
42663,Imagick support for stream wrappers,new,,,enhancement,normal,Awaiting Review,Media,normal,,11/22/2017 01:57:17 PM,01/16/2019 06:50:09 AM,,calin,has-patch 2nd-opinion reporter-feedback
42668,Remove WordPress Importer tests from default test suite,new,,,enhancement,normal,Awaiting Review,Build/Test Tools,normal,,11/23/2017 08:28:49 AM,11/29/2017 11:59:39 PM,,Frank Klein,
42692,Unused static variable $column_headers,new,,,defect (bug),normal,Awaiting Review,General,normal,,11/24/2017 06:56:49 PM,01/17/2019 01:33:18 AM,administration,jlambe,close dev-feedback
42703,WP_Query: Swap parsing date into own method,new,,,enhancement,normal,Awaiting Review,Database,normal,,11/26/2017 05:32:44 PM,01/16/2019 06:50:09 AM,,screamingdev,
42711,Support for symlinked themes in the themes folder,new,,,enhancement,normal,Awaiting Review,Themes,normal,,11/27/2017 12:38:34 PM,11/27/2017 12:38:34 PM,template,Afterlame,
42712,Enhance wp revisions to keep with expiration date for the revisions,new,,,feature request,normal,Awaiting Review,Revisions,normal,,11/27/2017 01:16:26 PM,11/28/2017 12:39:31 AM,,colomet,
42714,Unit tests: Move remaining classes out of includes/utils.php into their own file,new,,,defect (bug),normal,Awaiting Review,Build/Test Tools,normal,,11/27/2017 03:15:00 PM,12/09/2017 01:47:28 AM,,Frank Klein,has-patch
42725,Allow gender specific translations,new,,,enhancement,normal,Awaiting Review,I18N,normal,,11/28/2017 07:50:52 AM,01/16/2019 06:50:09 AM,,yoavf,has-patch dev-feedback
42733,WordPress Embed URLs don't work for draft and scheduled posts with pretty permalinks,assigned,,swissspidy,defect (bug),normal,Future Release,Embeds,normal,,11/28/2017 04:46:36 PM,01/14/2019 10:35:45 PM,,Frank Klein,needs-patch needs-unit-tests
42735,Add missing periods to some (error) messages,new,,,enhancement,normal,Awaiting Review,Text Changes,normal,,11/28/2017 05:39:59 PM,11/09/2018 08:47:53 AM,,Presskopp,has-patch needs-refresh
42743,Disable wp_options autoload for inactive widgets,new,,,defect (bug),normal,Awaiting Review,Widgets,normal,,11/29/2017 04:25:59 AM,01/17/2019 01:32:53 AM,performance,ComputerGuru,
42747,i18n: Add specific text domain processing to `makepot` tools,new,,,enhancement,normal,Awaiting Review,I18N,normal,,11/29/2017 02:38:16 PM,01/16/2019 06:50:09 AM,,JPry,has-patch
42766,Issue in update password From admin side and login ith same password,assigned,,adamsilverstein,defect (bug),normal,Future Release,Administration,normal,,12/01/2017 11:25:05 AM,01/17/2019 01:32:36 AM,"ui, javascript, administration, performance",ronakganatra,good-first-bug has-patch has-unit-tests
42775,Support uploading files in HEIF and HEVC formats,new,,,enhancement,normal,Future Release,Upload,minor,,12/02/2017 11:02:31 PM,04/15/2019 09:03:46 AM,administration,mattheweppelsheimer,needs-patch
42783,set_query_var should have a helpful inline doc description,new,,,defect (bug),normal,Awaiting Review,General,normal,,12/03/2017 07:15:20 PM,01/17/2019 01:31:59 AM,docs,webdevmattcrom,has-patch
42785,Change default of `show_in_rest` in register_post_type and register_taxonomy,assigned,,pento,enhancement,normal,Future Release,REST API,normal,,12/03/2017 07:34:14 PM,08/07/2018 08:24:59 PM,,joehoyle,has-patch needs-unit-tests needs-refresh
42786,get_settings_errors() inline docs return should reflect the array in detail,new,,,defect (bug),normal,Awaiting Review,General,normal,,12/03/2017 08:14:48 PM,01/17/2019 01:31:48 AM,docs,webdevmattcrom,has-patch
42790,Permit basic authentication to the REST API over SSL,new,,,feature request,normal,Awaiting Review,REST API,normal,,12/03/2017 09:53:38 PM,02/07/2019 06:32:28 PM,,kadamwhite,
42791,wp_add_dashboard_widget() should accept location and priority parameters,assigned,,davidjlaietta,enhancement,normal,Awaiting Review,Administration,normal,,12/03/2017 09:57:20 PM,02/25/2018 07:04:02 PM,,johnbillion,good-first-bug has-patch has-unit-tests
42806,Allow installing themes in the Customizer on multisite,new,,,enhancement,normal,Future Release,Customize,normal,,12/05/2017 05:47:40 PM,07/08/2018 05:44:55 PM,multisite,flixos90,2nd-opinion needs-patch
42811,Run a Travis job with the MySQL Extension,new,,,defect (bug),normal,5.3,Build/Test Tools,normal,,12/06/2017 07:57:43 AM,04/03/2019 08:17:11 PM,,dd32,has-patch needs-refresh
42825,[embed] shortcode  - oembed_cache not being updated when $cached_recently is false,new,,,defect (bug),normal,Awaiting Review,Embeds,normal,,12/07/2017 12:32:01 PM,01/17/2019 01:31:35 AM,,bobbingwide,
42829,Debugging image uploads with wp_generate_attachment_metadata,new,,,enhancement,normal,Awaiting Review,Media,normal,,12/07/2017 02:24:22 PM,02/14/2019 09:28:56 PM,,Fleuv,needs-patch
42834,"Doc mismatch between developer. and codex., codex appears to be more correct",new,,,defect (bug),normal,Awaiting Review,Themes,normal,,12/08/2017 02:35:57 AM,01/17/2019 01:29:57 AM,,kluny,
42835,"<link rel=""canonical""> for paged static front-page is wrong",assigned,,joostdevalk,defect (bug),normal,Awaiting Review,Canonical,normal,,12/08/2017 08:44:03 AM,01/17/2019 01:29:28 AM,,chesio,needs-patch
42838,Manipulating uploads and images can break when using stream wrappers,new,,,defect (bug),normal,Awaiting Review,General,normal,,12/08/2017 12:30:05 PM,01/17/2019 01:29:11 AM,,calin,has-patch
42839,wp_remote_post should support multipart uploads,new,,,feature request,normal,Awaiting Review,HTTP API,normal,,12/08/2017 01:49:32 PM,01/16/2019 06:45:29 AM,,calin,
42855,"Add ability to filter header, sidebar, searchform, footer and template_part file paths",new,,,enhancement,normal,Awaiting Review,Themes,normal,,12/09/2017 09:47:03 PM,02/28/2018 10:20:08 PM,template,atanasangelovdev,has-patch
42879,Invent a “Recommended Tools” section,new,,,defect (bug),normal,Awaiting Review,Administration,normal,,12/12/2017 02:45:58 PM,12/13/2017 08:22:52 AM,administration,johnjamesjacoby,2nd-opinion
42888,"Add a ""Show"" button next to password fields on mobile",assigned,,shadyvb,enhancement,normal,5.3,Login and Registration,normal,,12/13/2017 01:57:00 AM,06/24/2019 04:32:40 PM,"accessibility, javascript",johnbillion,has-patch has-screenshots has-ux-feedback
42897,Hard deprecate functions deprecated before WP 3.7.0,new,,,enhancement,normal,Future Release,General,normal,,12/13/2017 09:11:36 PM,01/15/2019 12:51:57 AM,,peterwilsoncc,has-patch needs-unit-tests
42900,Add gender field to user profile for use in translations,new,,,enhancement,normal,Awaiting Review,I18N,normal,,12/14/2017 01:14:27 PM,01/16/2019 06:50:09 AM,,yoavf,has-patch has-unit-tests
42904,Speed up unit tests by disabling password hashing,new,,,enhancement,normal,5.3,Build/Test Tools,normal,,12/14/2017 07:47:17 PM,03/20/2019 06:12:23 PM,,Frank Klein,has-patch needs-refresh
42907,Meta Queries: support ordering by meta_value but still including items without that key,new,,,enhancement,normal,Awaiting Review,Query,normal,,12/14/2017 09:54:48 PM,01/16/2019 06:50:09 AM,,jdgrimes,
42911,A parameter is missing in wp-admin/menu.php comments,new,,,defect (bug),normal,Awaiting Review,Administration,normal,,12/15/2017 03:23:47 PM,01/17/2019 01:28:49 AM,docs,ajoah,has-patch
42915,Don't load admin dashboard widgets if they're not shown,new,,,enhancement,normal,Awaiting Review,Administration,normal,,12/15/2017 07:55:41 PM,01/16/2019 06:50:09 AM,"administration, performance",ComputerGuru,
42918,"Replace intval(), strval(), ... function calls with type hints",new,,,enhancement,normal,Awaiting Review,General,normal,,12/16/2017 09:44:54 PM,01/16/2019 06:50:09 AM,performance,ayeshrajans,has-patch needs-testing
42920,Add support for the picture element,new,,,enhancement,normal,Awaiting Review,Media,normal,,12/17/2017 06:10:52 AM,08/16/2018 08:23:54 PM,,desrosj,has-patch 2nd-opinion needs-unit-tests
42923,Docs: Add new phpDocs to upgrade/install classes,reviewing,,SergeyBiryukov,defect (bug),normal,5.3,Upgrade/Install,normal,,12/17/2017 11:45:02 AM,05/26/2019 04:00:36 PM,"docs, administration",ramiy,has-patch
42929,Indicate when a media file is selected as the video header,assigned,,desrosj,enhancement,normal,Future Release,Media,normal,,12/18/2017 03:50:24 AM,02/14/2019 09:32:22 PM,"ui, administration",desrosj,needs-patch
42945,Not all error messages are capitalized,new,,,defect (bug),normal,Awaiting Review,Text Changes,normal,,12/20/2017 11:53:31 AM,12/20/2017 11:54:18 AM,,Presskopp,has-patch
42949,wp_attachment_is() forces the page to get new instance of post,new,,,enhancement,normal,Awaiting Review,"Posts, Post Types",normal,,12/20/2017 05:29:31 PM,01/16/2019 06:50:09 AM,performance,bowlerman235,reporter-feedback close
42953,Created images have a larger filesize than the original,new,,,defect (bug),normal,Awaiting Review,Media,normal,,12/21/2017 12:34:42 PM,12/21/2017 12:49:59 PM,,aristath,
42957,Usernames ending in a period generate invalid reset password links in certain email clients,new,,,defect (bug),normal,Awaiting Review,Users,normal,,12/21/2017 04:51:13 PM,01/17/2019 01:28:37 AM,,paulcline,has-patch
42958,create callers for loop functions to accept post id,new,,,defect (bug),normal,Awaiting Review,General,normal,,12/21/2017 05:23:36 PM,12/21/2017 05:23:36 PM,,tazotodua,
42960,get_page_permastruct call causes 500 error.,new,,,enhancement,normal,Awaiting Review,Rewrite Rules,normal,,12/21/2017 08:44:36 PM,01/16/2019 06:50:09 AM,,wcwilson1950,reporter-feedback close
42970,Add a 'rest_nonce_action' filter to the REST API,new,,,enhancement,normal,Awaiting Review,REST API,normal,,12/23/2017 11:22:11 PM,01/16/2019 06:50:09 AM,rest-api,enlightenedpie,has-patch
42978,Automatically clear file upload error messages,new,,,defect (bug),normal,Future Release,Media,normal,,12/25/2017 03:50:20 PM,02/14/2019 09:39:10 PM,"ui, administration",ComputerGuru,needs-patch
42979,"Draw ""dismiss"" icon in upload errors in the error div, not after the action title",assigned,,,defect (bug),normal,Future Release,Media,normal,,12/25/2017 03:58:42 PM,05/23/2019 08:21:32 PM,"ui, accessibility, administration",ComputerGuru,needs-patch
42990,Deprecate WP_UnitTestCase::_make_attachment,new,,,enhancement,normal,Awaiting Review,Build/Test Tools,normal,,12/28/2017 01:07:36 PM,01/16/2019 06:50:09 AM,,Frank Klein,has-patch
42992,Menu Customizer - Inconsistent use of Tags and Format Menu Items,new,,,defect (bug),normal,Awaiting Review,Menus,normal,,12/28/2017 03:03:50 PM,01/17/2019 01:28:07 AM,ui,monikarao,close
42999,A Super Admin can have no caps on a /wp/v2/users/me?context=edit REST API request,new,,,defect (bug),normal,Awaiting Review,REST API,normal,,12/29/2017 06:34:47 PM,01/17/2019 01:27:11 AM,multisite,imath,has-patch has-unit-tests
43002,Can't order tag cloud by tag_cloud_sort filter,new,,,defect (bug),normal,Awaiting Review,Taxonomy,normal,,12/30/2017 07:44:48 AM,01/17/2019 01:26:34 AM,,yuetyeelo2855,reporter-feedback
43010,Attribute Name Escape,new,,,enhancement,normal,Awaiting Review,Formatting,normal,,01/02/2018 05:03:09 PM,01/02/2018 06:07:43 PM,,joe_bopper,has-patch needs-testing
43019,Hook to validate post form data before save,new,,,enhancement,normal,Awaiting Review,General,normal,,01/04/2018 01:23:07 PM,04/08/2019 04:55:04 PM,,henry.wright,has-patch needs-testing
43045,Trigger events equivalent to editor:image-edit and editor:image-update in media-image-widget.js,new,,,enhancement,normal,Future Release,Widgets,normal,,01/08/2018 08:51:24 PM,02/23/2018 10:37:00 PM,javascript,danielbachhuber,needs-patch
43052,Add an End action function to Color Picker,new,,,enhancement,normal,Awaiting Review,External Libraries,normal,,01/09/2018 08:10:03 AM,01/16/2019 06:50:09 AM,,alexvorn2,
43056,Notice in redirect_guess_404_permalink() when post type is an array,new,,,defect (bug),normal,Future Release,Canonical,normal,,01/10/2018 12:22:31 AM,03/27/2019 08:23:26 PM,,junaidbhura,has-patch
43058,File search in theme & plugin editor window,new,,,feature request,normal,Awaiting Review,Plugins,normal,,01/10/2018 01:39:58 PM,01/16/2018 05:36:27 AM,"ui, administration",Mahesh901122,has-patch
43060,register taxonomy should accept a label to affect the description under each field on the Add Tag form,new,,,enhancement,normal,Awaiting Review,Taxonomy,normal,,01/10/2018 05:27:41 PM,09/09/2018 09:37:36 PM,administration,mclaurent,good-first-bug has-patch
43071,User without the ability to publish are unable to edit post status,new,,,defect (bug),normal,Awaiting Review,Administration,normal,,01/11/2018 09:46:21 PM,01/11/2018 09:46:21 PM,,NathanAtmoz,
43076,current-menu-item for archive menu item on singular page,reviewing,,audrasjb,defect (bug),normal,Awaiting Review,Menus,normal,,01/12/2018 09:51:43 AM,01/28/2019 08:18:42 PM,,sebastian.pisula,has-patch reporter-feedback
43083,"adding ""Unlisted"" type for post visibility",new,,,feature request,normal,Awaiting Review,"Posts, Post Types",normal,,01/13/2018 04:29:17 PM,03/02/2018 01:27:19 AM,,tazotodua,
43085,Metabox UI rough box shadow when in closed mode,new,,,enhancement,normal,Awaiting Review,Administration,normal,,01/14/2018 10:30:23 AM,01/16/2019 06:50:09 AM,"ui, administration",obiplabon,
43095,Audit the usage of `aria-haspopup` in the admin menu,new,,,defect (bug),normal,Future Release,Administration,normal,,01/15/2018 08:18:01 PM,01/18/2019 06:34:25 PM,"ui, accessibility",afercia,
43096,Reduce redundant calls to translate(),new,,,enhancement,normal,Awaiting Review,I18N,normal,,01/16/2018 04:22:09 AM,01/16/2019 06:50:09 AM,performance,superdav42,
43098,Defining WP_UNINSTALL_PLUGIN also when the uninstall handler is registered via register_uninstall_hook(),new,,,defect (bug),normal,Awaiting Review,Administration,normal,,01/16/2018 02:18:36 PM,01/17/2019 01:26:20 AM,administration,svovaf,
43100,Unexpected results from wpautop,new,,,defect (bug),normal,Awaiting Review,General,normal,,01/16/2018 07:01:25 PM,01/17/2019 01:25:57 AM,,pross,
43117,Featured image -> Featured media,new,,,enhancement,normal,Awaiting Review,Media,normal,,01/17/2018 08:27:49 PM,01/24/2019 10:02:52 PM,,paaljoachim,
43132,Best integrations on the apps with WordPress.org Forum,new,,,enhancement,normal,Awaiting Review,General,normal,,01/19/2018 05:31:43 PM,01/19/2018 05:31:43 PM,,matteospi,
43147,Introduce `esc_html_comment` and translation related functions,new,,,enhancement,normal,Awaiting Review,Formatting,normal,,01/23/2018 03:27:17 PM,01/16/2019 06:50:09 AM,,jipmoors,has-patch has-unit-tests 2nd-opinion
43159,Introduce helper function for XMLRPC checks,new,,,enhancement,normal,Awaiting Review,Bootstrap/Load,normal,,01/25/2018 08:30:35 PM,01/26/2018 05:40:12 PM,,NathanAtmoz,has-patch
43169,Media views: avoid to move focus programmatically when not strictly necessary,reopened,,afercia,task (blessed),normal,5.3,Media,normal,,01/27/2018 07:13:50 PM,06/13/2019 04:21:51 PM,"ui, accessibility, javascript",afercia,has-screenshots has-patch
43176,Nav Menu Search - add filters for query args,new,,,enhancement,normal,Awaiting Review,Menus,normal,,01/29/2018 04:01:00 PM,01/16/2019 06:50:09 AM,"ui, administration",billerickson,needs-patch
43183,wp-comments-post.php endpoint support for OPTIONS,new,,,enhancement,normal,Awaiting Review,Comments,normal,,01/30/2018 05:13:04 PM,07/01/2019 12:24:37 PM,,drzraf,reporter-feedback
43199,JSDoc: wp-admin/js/edit-comments.js,new,,,defect (bug),normal,Awaiting Review,Comments,normal,,02/01/2018 02:31:13 PM,06/17/2018 08:18:08 AM,"docs, javascript",manuelaugustin,needs-patch
43205,Allow filtering the list of characters to be replaced by wptexturize,new,,,feature request,normal,Awaiting Review,Formatting,normal,,02/01/2018 06:41:46 PM,01/16/2019 06:43:09 AM,,cyclic,
43208,Separate setting validation from sanitization,new,,,enhancement,normal,Awaiting Review,"Options, Meta APIs",normal,,02/01/2018 11:45:12 PM,08/30/2018 07:33:32 PM,,flixos90,2nd-opinion has-patch needs-unit-tests
43209,REST API should take settings errors into account,new,,,enhancement,normal,Awaiting Review,"Options, Meta APIs",normal,,02/01/2018 11:59:10 PM,02/01/2018 11:59:10 PM,rest-api,flixos90,2nd-opinion needs-patch
43210,Introduce singular capabilities for managing individual options,new,,,enhancement,normal,Awaiting Review,Role/Capability,normal,,02/02/2018 12:21:35 AM,04/19/2018 09:52:52 PM,rest-api,flixos90,2nd-opinion granular-capabilities has-patch
43224,Extract `$utf8_pcre` from `wp_check_invalid_utf8()` into a separate function,new,,,enhancement,normal,Awaiting Review,Formatting,normal,,02/03/2018 11:59:24 PM,01/16/2019 06:50:09 AM,,jaswrks,
43225,feed_links and feed_links_extra should have filters,new,,,enhancement,normal,Awaiting Review,Feeds,normal,,02/04/2018 08:34:25 PM,01/16/2019 06:50:09 AM,template,topdownjimmy,has-patch needs-docs
43227,Media uploaded to post should remove underscores and hyphens from text inserted into title attribute,new,,,enhancement,normal,Future Release,Media,normal,,02/05/2018 11:04:43 AM,04/15/2019 06:06:18 PM,,mrmadhat,needs-patch
43244,Admin toolbar breaking full height layouts,new,,,enhancement,normal,Awaiting Review,Toolbar,normal,,02/07/2018 09:25:02 AM,02/07/2018 10:27:08 AM,,loranrendel,close
43258,Output buffering,new,,,enhancement,normal,Awaiting Review,General,normal,,02/08/2018 08:01:52 AM,02/16/2018 11:40:59 AM,docs,nextendweb,2nd-opinion
43274,Changing $(comments|feed)_base of WP_Rewrite causes errors because of hardcoded strings in redirect_canonical(),new,,,defect (bug),normal,Future Release,Canonical,normal,,02/09/2018 09:11:37 PM,01/14/2019 10:41:57 PM,,dimadin,has-patch needs-refresh needs-unit-tests
43281,"Capitalize ""Set featured image"" media button on Media Modal",new,,,enhancement,normal,Future Release,Media,normal,,02/10/2018 06:49:38 PM,05/23/2019 07:56:29 PM,ui,monikarao,has-patch 2nd-opinion needs-design-feedback
43294,Sticky class should be added regardless of where posts are queried,new,,,enhancement,normal,Awaiting Review,"Posts, Post Types",normal,,02/12/2018 12:18:27 PM,01/16/2019 06:50:09 AM,,Selrond,
43298,Add filter to hide comment types from showing up in the default query,assigned,,schlessera,enhancement,normal,Awaiting Review,Comments,normal,,02/12/2018 03:05:23 PM,01/16/2019 06:50:09 AM,,atimmer,has-patch has-unit-tests 2nd-opinion
43303,Providing hooks for html table markups in do_settings_{sections|fields},new,,,enhancement,normal,Awaiting Review,Administration,normal,,02/13/2018 12:48:48 AM,01/16/2019 06:50:09 AM,"ui, administration",aranwer104,
43305,Accessibility Issue in Arranging the Menu Items: I need a combobox for selecting the parent item and a combobox for selecting the item position,assigned,,audrasjb,feature request,normal,Future Release,Menus,normal,,02/13/2018 07:03:23 AM,09/26/2018 02:20:04 PM,accessibility,javad2000,
43313,wptexturise uses the wrong curly quote after a closing link tag,new,,,defect (bug),normal,Awaiting Review,Formatting,normal,,02/14/2018 10:29:02 AM,04/15/2018 06:05:13 PM,,andfinally,
43318,New filter suggestion for manage_users-network_custom_column,new,,,enhancement,normal,Awaiting Review,Users,normal,,02/14/2018 04:00:50 PM,01/16/2019 06:50:09 AM,multisite,lenasterg,
43324,query_vars is not necessarely representative of the final query_vars used to build the SQL query,new,,,enhancement,normal,Awaiting Review,Query,normal,,02/14/2018 11:53:57 PM,01/16/2019 06:50:09 AM,,msaggiorato,
43328,Add support for Web App Manifests,accepted,,westonruter,feature request,normal,Future Release,General,normal,,02/15/2018 09:33:11 AM,03/01/2019 01:44:17 PM,javascript,westonruter,
43331,Color picker breaks admin panel in many templates,new,,,defect (bug),normal,Awaiting Review,Administration,normal,,02/15/2018 01:05:04 PM,07/17/2018 03:48:52 AM,javascript,grzecho,has-screenshots has-patch dev-feedback 2nd-opinion close
43334,Include Post/Page status when restoring the previous revision,new,,,feature request,normal,Awaiting Review,General,normal,,02/16/2018 01:07:32 AM,02/16/2018 08:05:03 PM,,necromuncher,
43339,Global user_options calls should use user_meta instead,assigned,,zkancs,enhancement,normal,Future Release,General,normal,,02/16/2018 09:48:39 PM,01/09/2019 04:41:02 AM,,johnjamesjacoby,2nd-opinion good-first-bug has-patch needs-refresh
43341,Proposal: new cache helper functions,new,,,enhancement,normal,Awaiting Review,Cache API,normal,,02/17/2018 01:48:59 AM,02/17/2018 01:48:59 AM,,stevegrunwell,
43342,Twenty Seventeen: Add m.me (Messenger) icon to supported social media links,new,,,enhancement,normal,Awaiting Review,Bundled Theme,normal,,02/17/2018 04:50:47 AM,01/16/2019 06:50:09 AM,ui,binki,dev-feedback
43345,term_exists() may return 0 which is not a text-documented return type,reviewing,,johnbillion,defect (bug),normal,5.3,Taxonomy,normal,,02/18/2018 07:58:10 AM,06/07/2019 12:09:33 PM,,dotancohen,has-patch needs-testing
43347,Introduction of 'has_single' register_post_type parameter,new,,,feature request,normal,Awaiting Review,"Posts, Post Types",normal,,02/18/2018 06:28:45 PM,02/18/2018 06:28:45 PM,template,stevepuddick,
43348,Filter by 'Authors' option in wp-admin/edit.php?post_type=page,new,,,feature request,normal,Awaiting Review,"Posts, Post Types",normal,,02/18/2018 09:21:44 PM,02/20/2018 03:03:56 PM,"ui, administration",lkhwt96,
43351,Themes page: consider to improve the hover and focus styling,new,,,enhancement,normal,Future Release,Themes,normal,,02/19/2018 08:21:24 AM,01/08/2019 10:41:39 AM,"ui, accessibility",anilhada,has-screenshots has-ui-feedback needs-patch
43352,Make html5 standard rather than opt in for theme development,new,,,feature request,normal,Awaiting Review,Themes,normal,,02/19/2018 11:36:10 AM,01/16/2019 06:42:42 AM,template,kkalvaa,
43357,SimplePie deprecated calls modified,new,,,enhancement,normal,Awaiting Review,Feeds,normal,,02/19/2018 04:40:16 PM,03/02/2019 04:04:32 PM,,arena,has-patch
43373,Evaluate Async & Defer for Inline WordPress Admin Scripts,new,,,enhancement,normal,Awaiting Review,Script Loader,normal,,02/20/2018 11:06:54 PM,01/16/2019 06:50:09 AM,"javascript, administration, performance",bhubbard,close
43393,get_user_by can return wrong user info,new,,,defect (bug),normal,Awaiting Review,Users,normal,,02/23/2018 02:38:13 PM,02/23/2018 03:26:42 PM,performance,hberberoglu,
43395,Add Automated E2E Tests for Core Updates,new,,,task (blessed),normal,WordPress.org,Upgrade/Install,normal,,02/23/2018 08:10:48 PM,04/03/2019 04:14:37 AM,,jorbin,
43403,Improve wp_add_inline_script(),new,,,enhancement,normal,Awaiting Review,Script Loader,normal,,02/24/2018 12:47:09 PM,02/24/2018 12:47:09 PM,,alpipego,
43406,CS: Fix violations for wp-trackback.php,new,,,defect (bug),normal,Future Release,Pings/Trackbacks,normal,,02/24/2018 02:44:33 PM,01/14/2019 10:51:16 PM,coding-standards,GaryJ,has-patch 2nd-opinion
43416,Function to Maybe Convert Tables to InnoDB,new,,,feature request,normal,Awaiting Review,Upgrade/Install,normal,,02/26/2018 04:02:09 AM,01/16/2019 06:42:28 AM,performance,bhubbard,
43423,Adminbar Icons Resize Incorrectly,new,,,defect (bug),normal,Awaiting Review,Toolbar,normal,,02/26/2018 07:01:36 PM,02/26/2018 10:41:06 PM,ui,johnjamesjacoby,
43424,Use access modifiers in POMO library,new,,,enhancement,normal,Awaiting Review,I18N,normal,,02/26/2018 08:12:51 PM,09/19/2018 08:13:26 PM,,SergeyBiryukov,
43428,Improve CORS headers sent to REST Api requests,new,,,enhancement,normal,Awaiting Review,REST API,normal,,02/27/2018 02:24:18 PM,01/16/2019 06:50:09 AM,"rest-api, performance",andrei.igna,
43429,"Add ""In response to ..."" before threaded comments in comment feed",accepted,,SergeyBiryukov,enhancement,normal,5.3,Comments,normal,,02/27/2018 02:44:16 PM,06/28/2019 01:55:49 AM,,zodiac1978,ux-feedback has-patch
43441,WordPress News and Events widget: WordPress.org/news posts only show one at a time,new,,,enhancement,normal,Awaiting Review,Administration,normal,,02/28/2018 06:16:28 PM,01/16/2019 06:50:09 AM,administration,hlashbrooke,
43445,Wildcard `LIKE` support for `WP_Meta_Query` (and maybe other queries?),new,,,defect (bug),normal,Awaiting Review,Query,normal,,03/01/2018 04:09:44 AM,03/02/2018 04:15:22 PM,,boonebgorges,
43446,`meta_compare_key` should support more operators than `LIKE` and `=`,reviewing,,boonebgorges,enhancement,normal,5.3,Query,normal,,03/01/2018 04:12:01 AM,03/20/2019 03:55:01 PM,,boonebgorges,good-first-bug has-patch has-unit-tests needs-dev-note
43452,Toolbar: Target for page-jump links hidden behind admin bar after a jump,new,,,defect (bug),normal,Awaiting Review,Toolbar,normal,,03/01/2018 01:08:08 PM,01/17/2019 01:21:18 AM,,kokkieh,
43456,`wp_html_split` <script>,new,,,defect (bug),normal,Awaiting Review,Shortcodes,normal,,03/02/2018 08:07:52 AM,03/02/2018 08:07:52 AM,,soulseekah,
43457,`wp_html_split` valid HTML attributes issues,new,,,defect (bug),normal,Awaiting Review,Shortcodes,normal,,03/02/2018 08:25:56 AM,03/02/2018 08:25:56 AM,,soulseekah,
43459,"Provide a ""manifest.json"" file for exposing information about wordpress endpoints",new,,,feature request,normal,Awaiting Review,General,normal,,03/02/2018 12:06:34 PM,01/16/2019 06:42:14 AM,,bjne,
43464,Search Options in Customizer,new,,,enhancement,normal,Awaiting Review,Customize,normal,,03/04/2018 07:05:30 AM,01/16/2019 06:50:09 AM,,brainstormforce,
43476,Fix parentheses in post status links for RTL,new,,,defect (bug),normal,Awaiting Review,Administration,normal,,03/06/2018 11:07:18 AM,03/06/2018 01:28:33 PM,rtl,birgire,has-screenshots 2nd-opinion
43484,WordPress Notification Center proposal,assigned,,schlessera,feature request,normal,Awaiting Review,Users,normal,,03/07/2018 11:48:10 AM,06/04/2019 02:27:47 PM,"ui, administration, rest-api",hedgefield,dev-feedback needs-design
43489,Strengthen resilience of wp_register_plugin_realpath to support Gutenberg,new,,,defect (bug),normal,Awaiting Review,General,normal,,03/07/2018 06:25:25 PM,04/09/2018 12:54:48 PM,,bobbingwide,needs-patch
43492,Core Telemetry and Updates,new,,,enhancement,normal,Awaiting Review,Upgrade/Install,normal,,03/07/2018 08:37:53 PM,10/10/2018 07:56:13 PM,privacy,xkon,2nd-opinion
